B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B11,B12,label
3809.5,4876.0,3832.0,3847.0,3715.0,3758.0,3985.0,3894.0,3932.0,4011.5,4163.5,6857.0,tambang
4137.0,5629.5,4611.5,4047.0,3982.0,4023.0,4356.5,4257.5,4314.0,4377.5,4598.0,7801.0,tambang
930.0,4342.0,3345.5,989.0,1075.5,1139.0,1287.0,1599.5,1846.0,2160.0,2365.5,2160.0,tambang
871.5,3645.5,2803.5,1083.0,1243.0,1239.0,1266.5,1623.5,1857.0,2261.5,2337.5,1942.5,tambang
637.0,2981.5,1942.5,425.5,598.0,642.5,1095.0,1726.0,2004.0,2225.5,2437.0,2026.0,tambang
911.0,4253.5,3303.5,931.0,997.0,1081.0,1257.5,1532.0,1770.0,2012.5,2260.5,2088.0,tambang
725.0,3317.5,2529.0,552.0,690.0,703.0,1029.0,1358.0,1577.0,1693.0,2009.5,1742.5,tambang
992.0,4920.0,3899.0,1007.5,1073.5,1117.0,1258.5,1485.5,1715.0,2014.5,2278.0,1909.0,tambang
1627.0,5968.5,4762.5,1772.0,1945.0,2104.0,2118.5,2270.0,2539.0,2860.0,3093.0,2615.0,tambang
2050.5,6062.5,5261.0,2160.0,2350.0,2570.0,2907.0,3040.0,3370.0,3441.5,4066.5,3221.5,tambang
3948.0,5827.5,5057.5,3648.0,3674.0,3782.0,3910.0,4019.0,4235.0,4280.5,4548.5,4396.5,tambang
1392.0,4893.0,4228.0,1665.0,1734.0,1840.0,1878.0,1991.0,2202.0,2476.0,2674.0,2367.0,tambang
1241.0,4457.5,3722.5,1175.0,1420.0,1571.0,1752.0,1887.5,2067.0,2211.5,2590.0,2373.0,tambang
3254.5,5523.0,5009.5,3051.0,3274.0,3614.0,3976.5,4001.5,4117.0,3773.5,4268.5,5504.0,tambang
2070.5,6077.5,5011.5,2094.0,2083.0,2284.0,2652.5,2795.0,3049.0,3229.5,3662.5,3201.5,tambang
2975.0,4091.0,3441.0,2925.0,2904.0,3023.0,3245.5,3264.0,3374.5,3325.5,3628.5,5280.5,tambang
2850.0,3820.5,3114.5,2769.0,2641.0,2646.0,2843.0,2847.5,2958.5,3115.0,3233.5,4958.0,tambang
2707.0,3774.5,3080.0,2681.5,2657.0,2739.0,2972.5,2977.5,3067.5,3069.0,3317.5,4802.5,tambang
2919.5,4090.5,3349.5,2920.5,2856.0,2895.5,3132.0,3133.5,3235.0,3259.0,3465.0,5029.0,tambang
1953.0,2979.0,2334.0,2014.0,1948.5,1961.0,2099.5,2184.5,2264.5,2512.5,2455.0,3973.0,tambang
1387.5,3085.0,2532.5,1446.0,1470.0,1520.0,1695.5,1868.5,2049.5,2189.0,2352.5,3577.0,tambang
1387.5,3439.5,2775.5,1881.0,1871.0,1920.0,1865.5,2008.5,2190.5,2505.5,2519.0,3577.0,tambang
1387.5,3342.0,2836.0,1914.0,1846.0,1848.0,1843.0,2029.5,2142.0,2489.0,2491.5,3577.0,tambang
1579.5,3204.0,2577.5,1375.0,1380.5,1476.0,1806.5,2009.5,2142.5,2142.0,2463.0,3821.0,tambang
1310.0,3353.5,2681.5,1739.0,1748.0,1829.0,1920.5,2148.5,2376.5,2500.5,2686.0,3587.0,tambang
1336.5,3285.5,2673.0,1450.0,1540.0,1628.0,1905.0,2226.5,2409.0,2476.0,2788.5,3834.0,tambang
1797.0,3270.0,2617.5,1795.0,1853.0,1917.0,2113.5,2310.0,2500.5,2509.5,2806.0,4104.0,tambang
1797.0,3154.0,2572.5,1869.0,1889.0,1921.0,2044.0,2304.5,2466.5,2512.0,2756.5,4104.0,tambang
2053.0,3594.0,3000.5,1853.0,1913.0,2017.0,2326.0,2560.0,2738.0,2585.0,3057.5,4342.0,tambang
2053.0,3569.5,2961.0,2013.0,2139.0,2265.0,2601.0,2845.5,2968.0,2808.5,3241.5,4342.0,tambang
1722.5,3456.0,2824.5,1840.0,1882.0,1943.0,2110.5,2332.5,2519.5,2695.5,2891.0,4373.5,tambang
1516.5,3672.5,2923.0,1871.0,1940.0,2002.0,2081.5,2247.0,2491.5,2665.5,2814.5,3992.0,tambang
1516.5,3672.5,2923.0,1495.0,1592.5,1617.0,2081.5,2247.0,2491.5,2603.5,2814.5,3992.0,tambang
1980.5,4353.5,3701.0,2391.0,2492.0,2564.0,2721.5,2864.5,3043.0,3234.5,3425.5,4857.0,tambang
1980.5,4726.0,4039.0,2549.0,2530.0,2582.0,2849.0,2973.0,3179.0,3344.0,3592.5,4857.0,tambang
1980.5,4353.5,3701.0,2380.0,2433.0,2528.0,2721.5,2864.5,3043.0,3233.5,3425.5,4857.0,tambang
1980.5,4334.0,3629.5,2217.0,2246.0,2289.0,2513.0,2755.5,2941.5,3110.5,3385.0,4857.0,tambang
2803.5,4345.0,3797.5,3083.0,3038.0,3039.0,3233.5,3444.5,3563.5,3712.5,3893.5,5718.0,tambang
2803.5,4373.0,3520.5,2919.5,2901.0,2864.0,3352.5,3608.0,3744.5,3871.5,4040.0,5718.0,tambang
2837.0,4338.5,3632.5,2935.0,2876.0,2906.0,3262.0,3325.5,3464.5,3463.5,3718.5,5712.0,tambang
2569.0,4714.0,4040.0,3289.0,3163.0,3165.0,3268.5,3435.5,3571.0,3888.0,3926.5,5433.5,tambang
2707.0,4282.5,3568.0,3090.0,3039.0,3073.0,3220.0,3315.5,3460.5,3606.5,3678.5,5542.5,tambang
1988.0,4126.5,3571.0,2863.0,2836.0,2829.0,2827.5,2969.5,3070.0,3439.5,3375.5,4612.0,tambang
2304.5,4131.5,3501.5,2685.0,2614.0,2625.0,2849.0,3047.0,3182.0,3336.0,3493.0,5024.0,tambang
2304.5,4051.5,3475.5,2807.0,2776.0,2801.0,2883.5,3080.0,3186.0,3456.5,3491.0,5024.0,tambang
2079.0,3371.0,2700.0,1606.0,1620.5,1695.0,2098.5,2367.0,2567.0,2639.5,2905.5,4808.5,tambang
2407.5,3959.0,3204.0,2946.0,2863.0,2912.0,3196.5,3414.5,3550.0,3700.0,3829.0,5543.0,tambang
1155.0,3845.0,3113.0,1677.0,1682.0,1719.0,1939.0,2209.0,2414.5,2566.5,2858.5,3496.0,tambang
1671.0,3812.0,3140.0,1994.0,2050.0,2101.0,2259.0,2491.0,2632.0,2831.5,2983.5,4210.0,tambang
1811.0,3915.0,3189.0,2093.0,2172.0,2190.0,2359.5,2596.0,2737.0,3091.5,3087.5,4522.0,tambang
1155.0,3507.5,2746.5,1610.0,1599.0,1651.0,1735.5,2016.0,2214.0,2447.0,2575.0,3496.0,tambang
1252.0,2904.0,2172.0,1440.0,1485.0,1515.0,1684.0,2079.5,2266.0,2465.5,2591.0,3784.5,tambang
2765.5,4292.5,3648.5,3000.0,2980.0,3054.0,3223.0,3265.0,3370.0,3514.5,3645.5,5478.5,tambang
2253.5,4019.0,3359.0,2667.0,2606.0,2592.0,2814.5,2868.0,2986.0,3238.0,3256.0,4914.0,tambang
1688.5,3679.0,3205.5,1793.0,1935.0,2087.0,2392.5,2574.5,2724.5,2628.5,3081.0,4213.5,tambang
1641.0,3498.0,2952.5,1702.0,1659.0,1767.0,2089.5,2240.5,2412.0,2373.0,2732.0,4100.5,tambang
1641.0,3497.5,2974.5,1705.0,1815.5,1979.0,2207.5,2334.0,2520.5,2393.0,2829.0,4100.5,tambang
2415.0,4242.5,3671.5,2450.0,2582.0,2767.0,2981.5,3098.0,3267.5,3170.5,3583.5,5109.0,tambang
2765.5,4038.5,3359.0,2786.0,2726.0,2751.0,2954.0,3002.5,3110.0,3388.0,3394.5,5478.5,tambang
860.0,3807.0,2970.5,1661.0,1837.0,1935.0,2010.5,2068.0,2186.0,2721.0,2533.5,3389.0,tambang
860.0,3807.0,2970.5,1492.0,1697.0,1827.0,2010.5,2068.0,2186.0,2509.0,2533.5,3389.0,tambang
1272.5,3275.0,2412.0,1051.0,1181.0,1235.0,1584.5,1867.5,2079.5,2485.5,2502.5,3531.0,tambang
1272.5,3275.0,2412.0,1321.0,1378.0,1470.0,1584.5,1867.5,2079.5,2345.0,2502.5,3531.0,tambang
1281.5,3445.5,2743.5,1536.0,1650.0,1754.0,1891.0,2082.0,2271.0,2533.5,2620.5,3519.5,tambang
1281.5,3690.5,3032.5,1647.0,1658.0,1748.0,1963.5,2064.5,2248.0,2532.5,2599.0,3519.5,tambang
955.5,3096.0,2330.0,1503.0,1432.0,1481.0,1631.5,1829.0,2068.0,2269.0,2387.0,3155.5,tambang
1090.0,3227.0,2462.5,1517.0,1467.0,1335.0,1575.5,1693.5,1877.0,2377.5,2250.5,3276.5,tambang
2716.0,4390.0,3749.5,2624.0,2557.0,2592.0,2876.5,2967.5,3131.5,3167.5,3456.0,4957.5,tambang
2669.0,4404.0,3895.5,2695.0,2746.0,2871.0,3103.0,3181.0,3330.5,3262.0,3649.0,4812.5,tambang
1090.0,3213.5,2573.0,1029.0,1034.5,1139.0,1278.0,1385.0,1555.5,1680.0,1909.5,2344.0,tambang
1260.5,3340.0,2794.0,1021.0,1142.0,1250.0,1502.0,1599.5,1795.0,1791.0,2076.5,2812.0,tambang
701.5,3205.5,2724.5,848.0,938.0,1036.5,1164.0,1267.5,1432.0,1579.0,1782.5,1712.5,tambang
890.5,3836.0,3125.0,1075.0,1133.0,1271.0,1492.5,1602.0,1801.5,1931.5,2231.5,1868.0,tambang
1205.5,4215.5,3301.0,1168.0,1257.0,1420.0,1562.5,1715.5,1950.0,2153.0,2434.0,2241.5,tambang
1214.0,3963.0,3256.5,1403.0,1483.0,1635.0,1735.5,1916.0,2094.5,2296.5,2545.5,2201.5,tambang
1134.0,4158.5,3269.0,915.0,977.0,1168.0,1471.5,1552.5,1787.0,1807.5,2235.5,2266.5,tambang
1153.0,3888.5,3105.5,1103.0,1220.0,1310.0,1558.0,1710.0,1872.0,2010.5,2342.0,2115.0,tambang
1108.5,4968.5,4205.0,1513.0,1784.0,1986.0,2176.5,2353.5,2586.5,2806.0,3112.0,2616.0,tambang
1407.0,4547.5,3792.5,1605.0,1746.0,1904.0,2127.0,2393.5,2663.0,2896.5,3161.5,2730.0,tambang
1342.0,4297.0,3467.5,1236.0,1405.0,1556.0,1803.5,2040.0,2303.0,2539.5,2789.0,2568.0,tambang
1031.0,4003.5,3176.5,1193.0,1389.0,1555.0,1709.5,1935.0,2174.0,2332.5,2607.5,2261.0,tambang
874.0,3421.5,2673.5,920.5,1045.0,1170.0,1334.0,1551.5,1749.5,1966.5,2179.5,1930.0,tambang
1689.0,5188.5,4411.5,1849.0,2088.0,2325.0,2352.5,2475.0,2722.5,3061.0,3203.5,3017.0,tambang
1574.0,5739.5,4845.5,1918.0,2087.0,2439.0,2623.0,2749.0,3076.5,3302.5,3553.5,2799.5,tambang
1035.5,4904.0,3808.0,1440.0,1631.0,1929.0,2020.0,2259.5,2605.0,2864.5,3110.0,2511.0,tambang
1390.5,4803.0,4066.0,1362.0,1550.0,1801.0,2134.5,2312.0,2543.5,2538.0,3070.5,2596.0,tambang
1448.5,5002.0,4462.5,1642.0,1809.0,2003.0,2215.5,2389.0,2618.0,2809.0,3212.5,2835.0,tambang
1484.5,5266.0,4620.0,1678.0,1873.0,2100.0,2266.5,2419.0,2695.5,2919.5,3276.5,2776.0,tambang
1500.5,5746.0,4719.0,1886.0,2039.0,2472.0,2558.0,2682.0,2986.0,3312.0,3502.5,2957.0,tambang
1978.5,7490.0,6622.5,3116.0,3512.0,3900.0,3797.5,3976.0,4444.0,5190.0,5116.5,3608.0,tambang
2000.0,7017.0,6169.0,2589.0,2728.0,3052.0,3401.5,3571.5,3882.5,4081.5,4480.5,3444.0,tambang
2041.0,6747.5,5889.0,2085.0,2295.0,2675.0,2999.0,3219.0,3509.5,3666.5,4249.0,3505.0,tambang
1384.5,5110.5,4645.0,1747.0,1871.0,2147.0,1998.5,2134.5,2416.5,2928.5,3060.0,2954.5,tambang
1649.5,5950.5,5113.5,1818.0,2226.0,2342.0,2399.5,2501.0,2786.0,3578.5,3635.5,3173.5,tambang
991.0,3859.0,3185.5,1131.5,1265.0,1390.0,1483.0,1601.5,1824.0,1987.5,2220.5,2518.5,tambang
1474.5,5988.5,5260.5,1897.0,2051.0,2297.0,2601.0,2767.0,3115.0,3261.0,3747.5,3046.5,tambang
1298.0,5105.5,4581.0,1427.0,1577.0,1815.0,1947.5,2066.5,2317.5,2541.5,2837.5,2553.0,tambang
1466.5,5198.0,4475.0,1422.0,1585.0,1877.0,2084.0,2193.5,2455.5,2641.0,2979.5,2691.0,tambang
1262.5,5097.0,4507.0,1668.0,1898.0,2023.0,2146.0,2294.0,2529.0,2831.0,3131.5,2581.0,tambang
1431.5,5438.5,4873.5,1768.0,1936.0,2146.0,2351.5,2564.5,2773.0,2984.5,3338.5,2739.5,tambang
1426.5,1901.0,3052.0,1414.0,1394.0,1396.0,2253.0,2703.5,2725.5,2502.5,2719.5,2681.0,non_tambang
1115.0,1574.5,1395.0,728.0,738.5,789.5,1252.0,1252.0,1259.5,956.0,1335.0,2085.5,non_tambang
636.5,3028.0,2717.5,554.0,767.0,1120.0,1601.0,2023.5,2168.0,2284.0,2335.5,2140.5,non_tambang
861.0,3353.0,3154.5,423.0,518.0,994.0,1458.5,1606.0,1791.5,1246.5,1795.0,2195.5,non_tambang
804.0,3954.0,3905.0,750.0,889.0,1906.0,2179.0,2325.5,2369.5,2415.5,2405.5,2156.5,non_tambang
1016.5,1625.5,2461.5,889.5,916.5,950.5,1424.0,1661.5,1898.5,1795.0,2153.5,1938.5,non_tambang
1016.5,1758.0,1533.5,1350.0,1489.0,1533.0,1667.0,1693.5,1697.0,1595.0,1696.0,1938.5,non_tambang
1017.0,2192.0,1966.0,2059.0,2180.0,2151.0,2071.5,2240.5,2176.5,2271.5,2221.5,2154.0,non_tambang
669.5,1878.5,1674.0,754.0,893.0,1149.0,1346.5,1401.5,1509.0,1264.5,1552.5,2364.5,non_tambang
1201.5,1650.5,1562.5,887.0,943.0,956.5,1439.0,1469.0,1575.5,1423.5,1657.5,1890.0,non_tambang
1426.5,1570.0,2282.5,1516.0,1441.0,1411.0,2158.0,2344.0,2226.5,1728.0,2168.0,2681.0,non_tambang
1553.0,2332.0,1929.5,1272.0,1374.0,1515.0,1823.0,1823.5,1858.5,1884.0,2126.5,2174.0,non_tambang
1508.0,2155.5,1953.5,1632.0,1702.0,1783.0,2052.5,2127.0,2087.5,1757.0,2109.0,1883.0,non_tambang
1107.0,1706.5,1696.0,811.5,900.5,851.5,1154.0,1170.0,1296.0,1035.5,1369.5,1682.0,non_tambang
1448.5,1900.5,1674.0,1553.0,1677.0,1707.0,1739.0,1783.0,1787.0,1642.0,1792.0,2348.5,non_tambang
1280.0,1907.0,1887.0,1343.0,1455.0,1459.0,1666.5,1664.0,1736.0,1913.0,1864.0,1910.0,non_tambang
1301.5,2127.5,1882.0,2368.0,2551.0,2663.0,2276.0,2086.0,1994.0,2613.0,2075.0,1785.5,non_tambang
1301.5,1375.5,1245.0,1082.5,1153.0,1166.5,1300.0,1314.0,1289.0,1197.0,1282.5,1785.5,non_tambang
877.0,1313.5,1166.5,1282.0,1399.0,1422.0,1277.0,1146.0,1131.5,1304.0,1211.5,1218.5,non_tambang
729.5,1556.0,1286.5,1071.0,1161.0,1175.0,1321.5,1405.5,1411.5,1377.5,1471.5,1730.5,non_tambang
1220.0,1902.0,1701.5,1552.0,1691.0,1720.0,1807.5,1787.0,1829.0,1744.5,1847.0,1940.5,non_tambang
1145.0,1885.5,1670.5,1544.0,1637.0,1694.0,1784.0,1760.0,1741.0,1682.0,1755.5,1509.0,non_tambang
1086.5,2048.5,1791.0,1407.0,1591.0,1668.0,1794.0,1887.5,1996.0,1771.0,2000.5,2106.5,non_tambang
1086.5,2080.5,1826.5,1803.0,1927.0,2001.0,1997.5,1959.5,1939.0,2046.5,2013.5,2106.5,non_tambang
839.0,1466.5,961.0,552.0,671.5,540.0,803.0,1866.5,2081.5,2048.0,2028.0,3005.0,non_tambang
1097.5,2214.5,1855.5,1359.0,1535.0,1518.0,1822.5,2124.0,2211.5,2083.5,2227.5,2584.0,non_tambang
897.0,1458.0,1333.0,1370.0,1470.0,1452.0,1376.5,1334.5,1348.0,1451.5,1365.5,1596.5,non_tambang
872.0,1191.0,1044.0,1115.0,1178.0,1163.5,1226.0,1184.0,1122.5,1100.5,1095.5,1387.0,non_tambang
914.0,1260.0,1125.0,1145.5,1190.0,1201.0,1243.5,1169.0,1204.5,1100.5,1184.5,1371.5,non_tambang
1202.0,1740.0,1580.5,1616.0,1707.0,1695.0,1707.0,1643.5,1664.5,1727.5,1715.5,1779.0,non_tambang
1285.0,2900.0,2486.0,1965.0,2343.0,2501.0,2611.5,3035.0,3122.5,2482.0,3135.0,3002.5,non_tambang
887.0,1567.5,1400.0,1144.0,1273.0,1324.0,1323.5,1527.5,1543.0,1493.0,1558.5,2285.5,non_tambang
708.0,1450.5,1181.0,1135.0,1422.0,1431.0,1324.0,1572.0,1578.0,1504.0,1617.5,2260.5,non_tambang
838.5,1421.5,1142.0,973.0,1010.0,1159.0,1181.0,1248.5,1422.0,1637.5,1459.5,1890.0,non_tambang
968.5,1580.0,1412.0,820.0,885.0,885.0,1056.0,1411.5,1546.5,1333.0,1646.5,2367.0,non_tambang
865.0,1446.0,1238.0,943.0,1208.0,1198.0,1381.0,1491.5,1535.0,1506.5,1599.5,2444.0,non_tambang
524.5,1482.5,1250.0,944.0,1064.0,1127.0,1130.0,1311.5,1410.5,1552.0,1468.0,1612.5,non_tambang
687.0,1445.5,1191.5,1042.0,1114.5,1152.0,1048.0,1178.0,1249.0,1520.0,1320.0,1782.5,non_tambang
687.0,1445.5,1191.5,811.0,886.0,911.0,1048.0,1178.0,1249.0,1277.0,1320.0,1782.5,non_tambang
635.5,1202.5,906.5,751.5,844.0,860.0,865.0,1302.5,1434.5,1293.5,1517.5,1768.0,non_tambang
1237.5,1544.0,1183.5,1275.0,1350.0,1283.0,1280.0,1806.0,1849.5,1857.0,1931.0,3408.0,non_tambang
1237.5,1624.5,1246.5,1570.0,1588.0,1438.0,1343.5,1865.5,1913.0,2182.5,2005.0,3408.0,non_tambang
1904.0,2093.5,2506.5,1773.0,1851.0,1751.0,2524.0,3157.0,3185.0,2576.5,3202.5,4391.0,non_tambang
2411.5,2955.0,2638.0,2641.0,2702.0,2779.0,2811.5,3074.5,3096.5,3040.0,3121.0,4528.5,non_tambang
2196.5,3061.0,2810.5,2786.0,2900.0,2870.0,2986.0,3149.5,3186.5,3243.0,3215.5,4524.5,non_tambang
1895.0,2737.0,2606.0,2712.0,2663.0,2568.0,2696.0,2799.0,2792.0,2989.5,2921.5,3878.5,non_tambang
1559.5,2074.5,1851.0,1570.0,1654.0,1559.0,1602.5,2119.0,2161.5,2027.5,2268.5,3481.0,non_tambang
1832.0,2233.0,2153.0,1830.0,2005.0,2086.0,2135.5,2309.5,2343.0,2201.5,2371.0,3326.0,non_tambang
1522.5,2360.5,1960.5,1760.0,1933.0,1785.0,1992.0,2432.0,2438.0,2505.0,2490.0,3698.5,non_tambang
1207.5,1929.5,1771.0,1173.0,1260.0,1360.0,1543.5,1618.5,1684.0,1582.0,1736.0,2190.0,non_tambang
1123.0,2291.0,2101.0,945.0,1026.0,1582.0,1798.5,1847.5,1850.5,1832.5,1848.5,2341.0,non_tambang
1123.0,2628.0,2552.0,1357.0,1632.0,1685.0,1757.5,1874.5,1951.5,2064.0,2030.0,2341.0,non_tambang
1237.0,1824.0,1638.5,1482.0,1508.0,1606.0,1628.0,1645.5,1716.5,1765.5,1733.5,2059.5,non_tambang
1246.0,1589.0,1520.5,880.5,938.0,901.0,1229.0,1252.0,1290.5,1210.0,1390.0,2233.5,non_tambang
1228.5,2110.5,2021.5,1352.0,1484.0,1692.0,1898.0,1914.0,1940.5,2071.5,1907.0,2200.5,non_tambang
1247.0,1816.0,1583.5,1377.0,1507.0,1549.0,1664.5,1566.0,1559.0,1736.0,1615.0,2082.5,non_tambang
1035.0,2392.0,2379.5,1106.0,1296.0,1397.0,1724.0,1942.0,2136.5,1837.5,2225.5,2170.0,non_tambang
1046.0,1500.5,1369.5,994.5,1036.5,1031.0,1249.5,1281.0,1300.0,1286.0,1322.0,2083.5,non_tambang
1130.5,1872.5,1979.0,1112.0,1216.0,1378.0,1492.5,1562.0,1556.0,1679.0,1585.0,2044.5,non_tambang
1067.0,1637.0,1911.5,1116.0,1181.0,1183.0,1424.0,1499.5,1563.5,1777.5,1671.0,2058.0,non_tambang
1343.0,2145.5,2194.5,1613.0,1590.0,1521.0,1659.5,1803.0,1844.5,1886.5,1875.0,2699.0,non_tambang
1521.0,2441.0,2389.5,2041.0,2129.0,2172.0,2328.0,2276.5,2286.5,2606.5,2465.5,2923.0,non_tambang
1752.5,2619.5,2734.0,1417.0,1485.0,1527.0,1711.5,1778.5,1976.5,1737.0,2186.0,3413.5,non_tambang
897.5,1252.5,1150.0,680.0,768.0,808.0,1038.5,1076.5,1087.0,922.5,1107.5,1793.0,non_tambang
1316.5,1939.0,2054.0,1493.0,1476.0,1504.0,1642.5,1762.0,1806.5,1810.5,1947.0,2829.5,non_tambang
2035.0,2346.0,2376.0,1902.0,1968.0,2032.0,2214.0,2312.0,2325.0,2421.0,2333.0,4086.0,non_tambang
2148.5,2368.5,2350.0,1661.5,1819.0,1761.0,1986.0,2148.0,2215.0,2256.5,2330.5,4263.5,non_tambang
2108.0,2780.5,2867.5,2244.0,2260.0,2279.0,2687.5,2710.5,2768.5,2541.0,2801.5,4254.5,non_tambang
1660.5,2421.5,2357.5,1868.0,1973.0,1990.0,2384.5,2476.0,2467.5,2258.5,2429.0,3347.0,non_tambang
1834.0,2361.0,2319.5,1892.0,2028.0,2046.0,2311.0,2306.5,2309.5,2167.0,2272.0,3385.0,non_tambang
1580.5,1899.0,1790.0,1226.5,1241.0,1298.0,1634.5,1617.0,1637.5,1450.5,1726.5,2959.5,non_tambang
1380.0,1832.5,1776.0,1332.0,1436.0,1489.0,1640.0,1730.5,1767.0,1757.5,1873.0,2861.5,non_tambang
783.0,2328.5,1647.0,539.0,789.5,1201.0,1551.0,2342.0,2651.5,2735.5,2867.5,2855.5,non_tambang
1052.5,2557.0,2302.0,720.5,826.0,1386.0,1665.0,1913.5,2029.0,1725.0,2035.5,2162.0,non_tambang
1215.0,3358.5,2675.0,1419.0,1472.0,710.5,941.5,963.0,1171.5,1633.5,2462.5,2447.5,non_tambang
1003.0,3145.0,2851.0,796.5,921.0,1576.0,1929.5,2107.0,2196.5,2127.0,2310.5,2272.0,non_tambang
900.0,4154.0,3810.5,663.0,710.0,1286.0,1919.0,2125.5,2240.0,2094.0,2511.0,2259.5,non_tambang
598.0,2868.0,2561.0,838.0,1004.0,1534.0,2111.0,2420.5,2540.5,2376.5,2604.5,3035.0,non_tambang
833.0,2134.5,1946.5,1188.0,1408.0,1496.0,1700.5,1986.5,2034.5,1975.5,2179.0,2239.5,non_tambang
930.0,2745.0,2452.5,982.0,1246.0,1392.0,1865.0,2267.5,2282.5,2238.0,2305.0,2371.5,non_tambang
727.0,2524.0,1753.5,738.0,945.5,1171.0,1718.5,2335.0,2516.0,2166.0,2728.5,2601.5,non_tambang
755.0,2147.5,1634.5,1186.0,1450.0,1429.0,1513.0,2330.0,2503.5,2358.5,2675.5,2534.5,non_tambang
756.0,2237.5,1718.0,919.0,1135.0,1106.0,1622.0,2171.5,2319.0,2372.0,2481.5,2695.5,non_tambang
655.0,2559.5,2072.0,657.0,834.5,1295.0,1556.0,2276.5,2505.5,2380.0,2688.0,2561.5,non_tambang
996.0,2528.5,2199.5,1270.0,1751.0,1825.0,1920.0,2287.5,2349.5,2225.0,2445.0,2459.0,non_tambang
890.5,2612.5,2326.0,980.5,1127.0,1444.0,1735.0,2098.0,2225.0,2376.5,2306.0,2800.0,non_tambang
533.0,2627.5,2133.0,1114.0,1205.0,1754.0,1720.0,2483.0,2714.5,2566.0,2847.0,2618.0,non_tambang
863.0,2471.5,1924.0,1323.0,1461.0,1591.0,1869.0,2145.0,2279.5,2157.5,2464.0,2623.0,non_tambang
1114.0,2410.5,2225.5,1206.0,1321.0,1703.0,1770.0,2053.5,2118.5,2033.0,2197.5,2247.0,non_tambang
1114.0,2668.0,2320.5,851.0,970.0,972.0,1532.5,1973.0,2054.0,1886.5,2194.0,2247.0,non_tambang
1009.0,2474.5,2174.0,1081.0,1284.0,1298.0,1518.5,1813.0,1936.0,2041.5,2196.0,2312.5,non_tambang
441.5,1412.0,758.0,567.0,691.5,568.5,977.5,2146.5,2455.5,2455.5,2668.0,2503.5,non_tambang
261.0,1104.5,572.0,234.0,311.0,266.0,648.5,1533.5,1774.5,1440.5,1972.5,1933.0,non_tambang
233.5,1257.0,572.5,220.5,377.0,238.0,734.5,1830.0,2145.5,2192.0,2374.5,2435.5,non_tambang
162.5,1069.5,451.0,121.0,204.0,143.5,460.0,1367.0,1684.5,1548.0,1940.0,1889.0,non_tambang
161.5,1028.5,434.0,160.0,230.0,191.5,406.0,1211.0,1463.5,1609.0,1663.0,1732.5,non_tambang
197.0,1092.5,512.5,192.0,333.0,257.5,566.5,1416.5,1733.0,2143.0,1969.5,1816.0,non_tambang
