B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B11,B12,label
168.0,1095.5,448.0,149.5,210.5,161.0,422.5,1473.0,1792.5,1659.0,2058.0,1806.0,non_tambang
198.0,1098.0,496.0,186.0,304.5,224.0,602.0,1533.5,1768.0,1760.5,2031.5,2241.0,non_tambang
250.5,1288.0,603.0,225.0,346.5,250.0,730.0,1870.0,2230.5,1926.5,2501.5,2099.5,non_tambang
155.0,962.5,413.5,126.5,255.0,166.0,429.0,1289.0,1566.0,1641.5,1755.5,1768.0,non_tambang
206.5,1094.5,572.0,169.0,297.0,252.0,521.0,1055.0,1194.5,1249.0,1416.5,1636.0,non_tambang
220.0,1581.0,822.5,225.0,404.0,367.5,751.0,1552.0,1805.5,1884.0,2092.0,1801.5,non_tambang
215.0,883.5,394.5,184.5,253.5,202.5,449.5,1200.0,1457.0,1449.0,1622.5,1844.5,non_tambang
977.5,1807.5,1393.0,995.0,1113.5,1097.5,1426.0,2260.5,2522.5,2534.0,2693.5,3388.5,non_tambang
254.5,1239.0,566.5,254.0,425.5,310.5,688.5,1796.0,2209.0,2248.0,2446.0,2381.5,non_tambang
225.5,1277.0,550.0,225.0,451.5,298.0,802.5,2137.0,2498.0,2630.5,2776.5,2892.0,non_tambang
193.0,998.0,435.0,200.5,371.5,243.0,697.5,1907.5,2212.0,2201.0,2427.5,2563.0,non_tambang
180.0,1383.0,608.0,210.0,411.0,235.5,839.0,2275.0,2651.0,2677.5,2964.0,2911.5,non_tambang
562.5,1775.0,892.0,476.0,709.0,586.0,1215.5,2694.0,3218.0,3100.5,3478.5,3214.0,non_tambang
290.0,1320.5,602.0,263.0,432.5,304.5,822.0,2268.0,2697.5,3096.0,3000.5,2861.5,non_tambang
2599.5,2605.0,2141.5,2301.5,2296.0,2287.5,2644.0,3252.5,3472.0,3342.0,3612.5,4886.0,non_tambang
259.0,1311.5,577.5,228.0,395.5,287.5,857.5,2193.5,2584.0,2598.5,2888.5,2872.0,non_tambang
609.5,1253.0,719.5,483.0,570.5,417.0,870.5,1858.0,2181.5,2179.5,2470.5,2743.0,non_tambang
244.0,1419.5,604.5,249.0,475.5,291.5,895.5,2127.0,2464.5,2511.5,2758.5,2601.5,non_tambang
4067.5,3227.5,2225.0,3806.0,3650.0,3416.0,3896.0,4407.0,4511.0,4560.5,4680.5,7581.0,non_tambang
168.0,728.5,316.0,135.5,235.5,147.0,431.0,1117.0,1374.0,1549.0,1598.5,1702.0,non_tambang
253.0,1295.0,543.5,222.5,390.5,259.0,782.0,1997.0,2346.0,2179.5,2519.5,2493.0,non_tambang
5202.5,3266.5,2016.0,4958.0,4735.0,4556.0,4935.0,5220.0,5300.5,5328.0,5298.0,8769.5,non_tambang
525.0,1181.0,771.0,486.5,511.5,483.0,832.5,1503.0,1719.5,1719.5,1903.0,2212.0,non_tambang
3481.0,2534.0,1575.0,3227.0,3028.0,2868.5,3234.5,3686.5,3804.0,3823.0,3893.0,6339.5,non_tambang
687.5,1588.0,1089.5,659.5,819.0,743.0,1202.5,2063.0,2316.0,2274.0,2522.5,2774.0,non_tambang
185.0,1218.5,566.0,167.5,340.0,237.5,641.0,1446.5,1719.0,1830.0,2015.5,2144.0,non_tambang
248.0,1075.0,494.0,224.0,310.5,262.0,588.0,1450.5,1775.0,1712.5,1993.0,1988.5,non_tambang
196.0,1207.5,524.5,150.0,261.0,189.5,594.0,1758.5,2133.5,1994.5,2362.0,2106.5,non_tambang
158.5,1223.0,492.0,126.0,238.0,163.0,519.0,1574.5,1941.5,1899.5,2193.0,2247.0,non_tambang
584.0,1078.0,521.5,856.0,789.5,519.0,726.0,1332.0,1500.0,1964.0,1615.0,2397.5,non_tambang
207.5,1139.5,516.5,193.0,331.5,229.0,658.0,1631.5,1880.5,2032.0,2118.0,2107.0,non_tambang
415.0,1376.5,737.0,243.5,500.0,396.5,874.0,2088.0,2476.0,2484.5,2763.5,2887.0,non_tambang
128.0,828.5,346.5,163.0,260.5,153.0,445.5,1319.5,1549.5,1898.0,1720.5,1923.5,non_tambang
281.0,1430.5,646.0,274.5,487.5,319.0,905.0,2436.0,2871.0,2809.0,3243.0,3375.0,non_tambang
218.0,1306.5,542.5,220.0,413.0,278.5,720.5,2090.5,2591.5,2742.0,2931.0,2964.5,non_tambang
514.0,1639.5,870.5,645.5,778.0,687.0,1236.5,2612.5,2968.5,3133.0,3317.5,3276.5,non_tambang
294.0,1268.0,691.0,321.5,431.5,409.5,806.0,1775.5,2059.0,1743.0,2297.0,2510.0,non_tambang
180.5,759.0,381.5,162.5,249.0,209.0,461.5,1118.0,1321.5,1350.5,1534.5,1672.5,non_tambang
294.0,1203.0,616.5,456.5,479.0,301.0,666.0,1737.0,2128.5,2410.0,2384.0,2433.0,non_tambang
279.5,1884.5,1026.0,343.0,501.5,572.5,865.5,1408.5,1623.0,1746.5,1899.5,1741.0,non_tambang
245.0,1816.0,977.5,304.5,483.0,506.5,858.0,1470.5,1723.0,1866.5,2035.0,1807.0,non_tambang
269.0,1958.5,1082.0,371.0,574.0,642.0,984.0,1631.5,1905.5,2027.5,2216.0,1827.0,non_tambang
264.0,2038.0,1153.0,335.5,525.5,620.0,943.0,1548.5,1802.5,1885.5,2097.0,1713.0,non_tambang
275.0,1995.0,1114.0,330.5,507.0,570.0,832.0,1380.5,1597.5,1761.0,1896.0,1684.0,non_tambang
308.5,2216.5,1264.5,375.5,600.0,649.5,1000.0,1612.5,1862.5,2106.5,2224.0,1873.5,non_tambang
324.0,2309.0,1292.5,347.0,558.0,624.5,1004.5,1695.5,1930.0,2021.5,2248.0,1979.0,non_tambang
320.5,2137.0,1182.5,372.0,613.5,610.0,1045.0,1820.5,2074.5,2314.0,2422.5,2071.5,non_tambang
278.0,1962.5,1094.5,306.5,484.5,517.0,890.0,1548.5,1777.5,1909.5,2107.0,1828.0,non_tambang
298.0,1824.0,968.0,332.5,517.0,556.5,923.5,1544.5,1790.0,2020.0,2185.0,1794.5,non_tambang
237.5,1856.0,996.5,279.5,474.5,470.0,832.0,1536.5,1765.0,1893.5,2091.5,1840.5,non_tambang
217.0,1680.0,908.5,246.5,419.5,405.5,747.5,1373.5,1599.0,1814.5,1906.0,1607.5,non_tambang
211.0,1496.5,768.5,229.5,397.5,359.5,715.0,1542.0,1781.0,1903.0,2087.0,1798.0,non_tambang
216.5,1775.0,974.5,259.5,433.5,425.0,765.5,1427.5,1646.0,1705.5,1923.0,1649.0,non_tambang
216.5,1603.5,827.0,257.5,406.5,418.5,748.0,1429.5,1666.5,1811.5,1976.0,1774.5,non_tambang
297.0,2153.5,1177.0,333.0,515.5,536.0,926.5,1572.5,1791.5,1964.5,2155.5,1779.5,non_tambang
297.0,2067.0,1113.0,344.5,531.0,545.0,948.5,1591.0,1823.0,1994.0,2245.0,1907.5,non_tambang
272.0,2138.0,1157.5,298.5,477.5,503.0,867.0,1464.0,1687.5,1857.0,2042.0,1769.0,non_tambang
291.0,2153.5,1181.5,339.5,559.5,561.5,964.0,1654.5,1913.0,2119.0,2256.5,1883.5,non_tambang
263.0,1804.0,1002.0,329.0,520.5,561.0,937.0,1618.5,1873.0,2023.5,2240.5,1928.5,non_tambang
347.0,2453.5,1421.0,414.5,626.0,715.0,1067.5,1622.5,1853.0,1882.0,2123.5,1806.5,non_tambang
300.0,2246.5,1317.5,413.5,620.5,674.5,997.0,1680.0,1923.5,2126.0,2236.0,1906.5,non_tambang
202.0,1079.0,459.0,168.0,293.0,203.5,642.0,1875.0,2307.0,1888.0,2571.5,2603.0,non_tambang
190.0,1133.5,496.5,206.0,363.5,295.0,665.5,1812.5,2243.5,2474.0,2481.5,2390.0,non_tambang
366.5,2063.0,1013.5,398.5,718.0,450.0,1293.5,3401.0,3942.5,3910.0,4227.5,3484.5,non_tambang
235.5,1357.0,596.0,245.0,479.5,315.0,836.5,2218.5,2741.5,3023.0,3068.0,2961.5,non_tambang
185.5,1041.0,483.5,188.0,309.5,263.5,622.5,1415.5,1672.0,1715.5,1943.0,1996.5,non_tambang
1087.0,1884.0,1236.5,513.0,764.0,755.5,1431.0,2570.5,2955.5,2793.0,3206.0,3573.5,non_tambang
237.5,1322.0,542.0,232.5,409.0,292.5,711.5,2068.5,2399.0,2614.0,2644.5,2398.5,non_tambang
179.5,1066.5,463.0,149.5,308.5,223.5,643.5,1484.0,1786.0,1826.0,2035.0,2347.0,non_tambang
173.0,1150.0,532.0,201.5,360.0,275.5,665.5,1790.0,2169.0,2270.0,2433.5,2240.5,non_tambang
330.0,2027.0,942.0,386.5,817.0,463.0,1463.0,3664.5,4182.5,4553.0,4612.5,3919.0,non_tambang
211.0,1262.0,545.5,179.0,354.0,229.0,697.5,1911.0,2267.5,2240.5,2584.5,2959.0,non_tambang
229.5,1399.5,615.0,293.0,501.5,354.5,879.0,2273.0,2825.0,3015.5,3138.5,3081.0,non_tambang
198.5,1296.0,560.5,204.5,399.5,252.5,741.5,1975.5,2382.0,2604.5,2670.0,2604.5,non_tambang
298.0,1351.5,610.5,287.0,457.5,317.0,726.0,2035.5,2494.5,2545.0,2860.5,3053.0,non_tambang
241.0,1405.0,612.0,286.5,496.0,325.0,865.5,2433.5,2950.5,2935.5,3260.0,3268.0,non_tambang
354.5,1605.5,728.5,281.5,528.5,314.0,862.0,2354.0,2771.0,3164.0,3216.0,3080.0,non_tambang
267.0,1973.0,862.5,293.5,598.0,335.5,1255.0,3784.0,4557.5,4090.0,4928.0,4003.0,non_tambang
238.5,1355.5,563.0,241.0,391.0,257.5,797.5,2198.5,2679.5,2722.5,2981.0,2896.5,non_tambang
1579.0,2068.0,1586.5,1392.5,1449.0,1357.5,1776.5,2746.5,3024.5,3134.0,3282.0,3645.0,non_tambang
195.0,1433.5,612.5,191.0,421.5,238.0,819.0,2407.0,3015.0,3045.5,3352.0,3251.5,non_tambang
250.5,1469.5,650.0,236.5,407.5,274.5,793.0,2181.0,2740.5,2598.5,3094.5,3316.0,non_tambang
471.5,1631.5,846.5,439.5,632.5,478.5,927.0,2148.0,2541.0,2768.0,2856.5,2856.5,non_tambang
422.0,1781.5,821.5,428.5,649.0,442.0,1080.5,2716.0,3208.5,3275.0,3529.0,3111.0,non_tambang
354.5,1898.5,826.0,362.0,582.5,387.0,1072.5,2816.0,3406.0,3401.5,3752.0,3346.5,non_tambang
226.5,1679.0,676.5,210.5,476.5,267.5,1044.5,2665.0,3189.5,3034.5,3581.5,3470.5,non_tambang
155.5,1205.0,475.0,162.0,345.0,213.5,713.5,2025.0,2493.0,2453.0,2783.5,2730.0,non_tambang
231.0,1287.5,533.5,240.5,429.0,270.5,833.0,2197.5,2559.0,2524.5,2750.0,2813.0,non_tambang
198.5,1056.5,441.5,158.0,246.0,178.0,593.0,1647.5,2005.0,1886.0,2316.5,2435.5,non_tambang
5137.0,4320.5,3306.0,4881.0,4645.0,4460.5,4847.0,5352.5,5567.0,5490.0,5765.0,5164.0,non_tambang
242.0,1244.0,559.0,238.0,423.0,259.5,686.5,1909.5,2271.5,2519.0,2470.5,2545.0,non_tambang
269.5,1190.5,534.5,237.0,373.5,259.0,701.5,1785.0,2252.0,2353.5,2559.5,2614.5,non_tambang
240.5,1121.5,541.5,157.5,282.0,208.0,583.5,1462.5,1769.0,1774.0,1931.0,2418.5,non_tambang
197.5,1162.0,515.5,180.5,350.0,221.5,666.5,1785.0,2128.5,2347.5,2377.0,2266.5,non_tambang
5990.5,5256.5,4550.0,5827.0,5579.0,5420.0,5809.0,5951.5,6037.0,5849.5,6052.0,5970.0,non_tambang
3703.0,4058.5,3112.0,3882.5,3789.5,3633.0,3966.0,4611.5,4787.5,4879.0,5042.0,4637.5,non_tambang
1345.5,2372.0,1537.5,1223.5,1349.5,1221.0,1678.0,2710.0,3072.5,3027.0,3366.0,3078.5,non_tambang
315.5,1926.5,810.0,324.0,642.0,295.5,1086.0,3280.0,3948.0,4116.0,4298.5,3868.0,non_tambang
2262.5,2930.5,2225.0,2412.5,2449.0,2322.0,2669.5,3776.0,4185.5,4110.0,4362.5,3673.5,non_tambang
1229.0,2109.0,1341.5,1117.0,1355.0,1334.0,1799.0,2678.5,2974.5,2919.5,3166.5,3738.0,non_tambang
570.5,2541.5,1614.0,488.0,705.0,751.0,1454.0,2378.5,2696.0,2596.5,3021.0,3089.0,non_tambang
635.5,2786.0,1760.5,799.0,1017.0,1214.0,1537.5,2345.0,2684.0,2781.5,3043.0,2874.0,non_tambang
483.0,2524.0,1643.0,565.0,795.5,1021.0,1418.0,2228.0,2621.5,2649.5,2849.5,3164.5,non_tambang
599.5,2479.5,1464.5,527.5,722.5,852.0,1277.5,1671.0,1941.5,2176.0,2280.5,2577.0,non_tambang
309.5,2013.0,970.5,330.5,658.0,473.5,1274.0,2629.5,3021.0,3184.0,3431.5,3269.5,non_tambang
335.5,2293.5,1199.5,433.0,781.5,673.5,1459.0,2499.0,2804.0,2984.5,3190.5,3386.0,non_tambang
323.5,2406.5,1216.0,444.5,782.0,639.0,1381.0,2930.0,3374.0,3549.0,3636.5,3851.0,non_tambang
263.0,1676.5,710.0,241.0,570.0,300.5,994.5,2744.0,3300.0,3427.5,3688.0,3609.5,non_tambang
470.5,2190.0,1527.5,436.5,672.0,728.0,1228.5,2103.0,2184.0,2235.5,2620.5,3118.0,non_tambang
367.0,2452.5,1756.0,609.0,758.5,983.0,1352.0,2296.5,2569.5,2245.0,2825.0,3543.5,non_tambang
470.5,2200.0,1377.5,325.5,756.0,400.5,1363.0,2812.5,3137.0,4166.0,3556.0,3118.0,non_tambang
213.5,1530.5,646.5,224.0,504.0,271.0,962.0,2532.0,3050.5,3101.0,3408.0,3583.5,non_tambang
212.0,1748.0,684.0,221.0,480.5,227.0,913.5,2940.5,3513.5,3908.0,3765.5,4022.5,non_tambang
333.5,1940.5,827.0,226.5,512.5,254.5,908.0,3177.5,3877.0,3922.0,4364.0,3706.5,non_tambang
292.5,1869.5,830.0,215.0,451.5,249.5,1004.0,2562.0,3052.5,2673.5,3311.5,3541.5,non_tambang
281.5,2042.5,976.0,241.0,478.5,283.5,1110.0,2794.5,3309.5,3185.0,3616.5,3894.5,non_tambang
257.5,1871.0,827.5,243.5,511.0,271.0,989.0,2584.5,2983.5,3466.5,3350.5,3633.0,non_tambang
229.5,1931.0,834.0,204.5,445.0,251.0,969.0,2960.0,3454.0,3053.0,3805.0,3870.0,non_tambang
239.5,1670.0,730.0,208.0,416.5,265.5,851.5,2513.5,3012.0,3239.5,3383.5,3113.0,non_tambang
242.5,1780.0,767.0,249.0,571.5,280.0,1104.0,2810.5,3244.5,3214.0,3561.0,3428.0,non_tambang
167.0,1229.0,479.0,194.5,368.0,219.0,740.5,2126.5,2593.5,2631.5,2907.5,2934.5,non_tambang
242.0,1588.5,677.0,228.0,463.5,269.5,828.5,2287.5,2714.0,3118.0,3035.0,3098.5,non_tambang
270.5,1844.0,795.0,267.5,477.5,284.5,978.5,2664.5,3217.5,3328.0,3543.5,3079.5,non_tambang
262.0,1382.5,582.5,241.0,409.0,258.5,790.5,2198.5,2583.5,2473.0,2901.5,2892.5,non_tambang
272.5,1520.0,650.5,261.0,385.0,257.0,862.5,2254.5,2770.0,2525.0,3105.0,2987.0,non_tambang
647.5,1869.5,899.0,1436.5,1273.5,950.5,1417.5,2754.0,3283.0,3093.0,3590.0,3401.0,non_tambang
236.0,1443.5,638.0,254.5,397.5,288.0,801.0,2062.5,2475.5,2326.0,2839.5,2668.5,non_tambang
253.0,1865.0,825.5,259.5,516.5,324.0,1029.0,2770.5,3313.5,3201.5,3747.5,3678.5,non_tambang
232.5,1596.5,653.0,189.0,395.5,208.0,936.0,2910.0,3620.5,3271.5,3854.0,3546.5,non_tambang
308.0,1311.5,588.0,209.5,325.0,245.5,690.5,1767.0,2072.0,1937.0,2323.0,2400.0,non_tambang
178.5,1173.0,474.5,134.5,210.0,153.5,591.0,1681.0,2028.0,1524.5,2391.0,2388.0,non_tambang
188.0,1348.5,587.5,209.5,375.5,273.5,682.0,1827.0,2177.0,2291.0,2554.0,2535.5,non_tambang
219.0,1038.0,487.0,176.0,260.0,213.5,565.5,1411.5,1726.5,1540.5,1915.5,1923.5,non_tambang
159.5,984.5,436.5,174.5,268.5,222.5,551.5,1556.5,1899.5,1939.0,2166.5,2036.5,non_tambang
176.5,1116.5,491.0,189.0,397.0,224.0,690.0,1826.5,2112.5,2300.5,2440.0,2348.5,non_tambang
121.0,878.5,376.5,129.5,227.5,175.5,475.5,1247.5,1523.5,1540.5,1745.5,1782.5,non_tambang
163.5,996.0,447.0,138.5,211.5,169.0,427.0,1143.0,1451.5,1551.5,1650.0,1674.5,non_tambang
111.0,1009.5,434.0,110.0,209.0,154.0,340.5,986.5,1241.0,1365.5,1422.5,1589.0,non_tambang
109.5,947.5,384.0,81.0,193.5,128.0,517.5,1724.0,2138.0,1902.5,2376.5,2384.5,non_tambang
142.0,916.0,411.0,171.0,281.0,210.0,544.0,1428.0,1777.0,1893.0,2026.5,1973.5,non_tambang
182.5,1409.0,591.0,193.0,473.0,249.0,883.0,2500.5,2993.5,3016.5,3286.0,2752.5,non_tambang
174.0,1215.0,538.0,147.0,293.5,212.0,693.5,1857.0,2097.5,1924.5,2381.5,2639.0,non_tambang
214.0,1337.5,601.5,242.0,342.5,290.5,666.0,1951.0,2537.5,2970.5,2856.5,2609.5,non_tambang
155.0,870.0,347.0,106.5,194.5,153.0,376.5,1145.5,1372.0,1517.0,1593.5,1858.5,non_tambang
188.0,836.5,396.5,200.0,252.5,267.0,525.5,1052.0,1220.5,1234.5,1362.0,1488.0,non_tambang
212.0,1182.0,521.0,154.0,242.0,176.0,526.0,1416.0,1543.0,1476.0,1585.0,1841.0,non_tambang
203.0,1215.0,519.0,174.0,252.0,183.0,501.0,1406.0,1667.0,1588.0,1888.0,1909.0,non_tambang
189.0,1354.0,519.0,188.0,286.0,205.0,571.0,2080.0,2575.0,2352.0,2788.0,2776.0,non_tambang
193.0,1126.0,466.0,167.0,294.0,195.0,553.0,1507.0,1881.0,1976.0,2194.0,2381.0,non_tambang
195.0,1098.0,457.0,156.0,248.0,168.0,508.0,1554.0,1797.0,1657.0,2032.0,1891.0,non_tambang
810.0,1644.0,1208.0,802.0,1038.0,973.0,1553.0,2759.0,3150.0,3042.0,3463.0,3387.0,non_tambang
321.0,1679.0,803.0,321.0,556.0,288.0,979.0,2581.0,2932.0,3124.0,3387.0,3469.0,non_tambang
439.0,1734.0,744.0,404.0,616.0,406.0,1008.0,2580.0,3072.0,3112.0,3382.0,3429.0,non_tambang
445.0,1743.0,778.0,410.0,650.0,363.0,996.0,2889.0,3587.0,3744.0,3953.0,3094.0,non_tambang
358.0,1401.0,610.0,299.0,425.0,258.0,709.0,2115.0,2578.0,2460.0,2869.0,2996.0,non_tambang
467.0,2876.0,1560.0,568.0,1134.0,814.0,1885.0,3298.0,3812.0,4448.0,4450.0,3787.0,non_tambang
280.5,1680.5,742.5,337.5,630.0,332.5,897.5,2587.0,3034.5,3694.0,3383.0,3105.5,non_tambang
642.5,1893.0,1034.5,833.0,862.0,637.0,1157.5,2694.5,3230.5,3463.5,3606.0,4243.5,non_tambang
406.0,1741.0,745.0,312.0,548.0,299.0,932.0,2742.0,3167.0,3696.0,3461.0,3069.0,non_tambang
177.0,1336.0,558.5,179.5,358.5,234.0,720.0,2254.0,2798.5,3045.0,3072.5,2567.5,non_tambang
145.5,924.5,395.0,131.0,202.5,171.5,506.5,1300.0,1582.0,1577.5,1837.0,1918.5,non_tambang
140.0,945.0,422.0,136.0,240.5,190.0,482.5,1472.0,1852.0,1856.0,2100.0,2028.0,non_tambang
117.0,833.5,334.0,84.5,189.5,142.0,444.5,1343.0,1621.5,1777.0,1877.0,1885.5,non_tambang
120.0,898.0,374.5,135.5,240.0,165.5,405.5,1245.0,1536.5,1639.0,1744.5,1792.0,non_tambang
3576.0,3030.0,2030.0,3511.5,3444.0,3289.0,3669.0,4278.0,4436.0,4535.5,4614.5,6272.0,non_tambang
784.0,1814.5,1197.5,1137.5,1169.5,996.5,1306.0,2454.0,2811.5,2950.5,3077.0,3477.0,non_tambang
209.5,1670.5,699.0,214.0,442.5,281.0,884.0,2743.0,3372.0,3385.5,3793.0,3543.0,non_tambang
169.5,1256.5,534.5,162.0,300.0,203.5,694.5,1963.5,2342.0,2383.0,2661.0,2517.5,non_tambang
1137.5,2736.5,1790.0,965.5,1339.0,1196.5,2060.5,3861.5,4395.5,4636.0,4747.0,4724.5,non_tambang
278.0,1270.0,523.0,279.0,452.0,294.0,744.0,2073.0,2492.0,2680.0,2869.0,2633.0,non_tambang
421.0,1138.0,556.0,404.0,414.0,370.0,603.0,1348.0,1693.0,1572.0,1935.0,2242.0,non_tambang
287.0,1559.0,687.0,256.0,508.0,293.0,945.0,2438.0,2816.0,3082.0,3166.0,3154.0,non_tambang
173.5,1306.5,533.0,166.0,361.0,196.0,631.0,1888.5,2253.0,2448.0,2447.0,2026.0,non_tambang
319.0,1200.0,564.0,268.0,304.0,223.0,650.0,1657.0,1988.0,1848.0,2190.0,1988.0,non_tambang
422.0,1730.0,787.0,392.0,571.0,356.0,995.0,3018.0,3583.0,3516.0,3945.0,3368.0,non_tambang
460.0,1172.0,534.0,313.0,417.0,306.0,729.0,2001.0,2358.0,2470.0,2678.0,2488.0,non_tambang
588.0,1811.0,855.0,467.0,615.0,479.0,1022.0,2314.0,2727.0,2886.0,3148.0,3520.0,non_tambang
666.5,1539.5,825.5,906.0,1098.5,991.0,1297.0,2144.5,2362.5,2634.5,2511.5,2678.5,non_tambang
976.5,1693.0,1143.0,1058.0,1142.5,1027.0,1441.0,2457.5,2799.0,2744.0,3078.5,3110.5,non_tambang
944.0,1853.5,1282.0,979.0,1087.5,947.5,1394.5,2473.5,2777.0,2755.5,3020.0,3081.0,non_tambang
191.5,1169.5,478.5,177.0,345.5,228.0,754.5,2048.0,2457.5,2469.5,2822.5,3003.0,non_tambang
188.5,1366.5,565.5,187.0,387.0,236.5,792.5,2053.0,2423.0,2414.0,2752.5,2891.5,non_tambang
1133.0,1863.5,1234.5,1253.0,1094.0,867.0,1455.0,2588.5,2956.5,2744.0,3228.0,3937.5,non_tambang
242.0,1183.0,498.0,250.5,351.0,245.0,694.5,1943.0,2380.0,2449.0,2799.0,2708.0,non_tambang
575.0,1799.0,973.0,680.0,862.0,538.0,1146.5,2521.0,2899.5,3424.0,3281.5,3289.0,non_tambang
143.0,958.5,416.0,137.5,235.0,187.5,467.5,1338.5,1645.5,1700.0,1862.5,1836.0,non_tambang
150.0,1092.5,466.0,131.5,242.5,172.5,573.5,1558.5,1915.0,1756.5,2171.5,2238.0,non_tambang
244.5,1077.5,506.0,170.0,254.0,193.0,548.5,1634.0,1932.5,1741.5,2168.5,2273.5,non_tambang
255.0,1139.5,577.0,256.5,365.5,341.5,679.5,1368.5,1606.0,1769.5,1871.5,1825.5,non_tambang
228.0,1403.5,691.5,209.0,356.0,294.0,686.0,1458.5,1715.0,1807.0,1972.0,2089.5,non_tambang
252.0,1565.5,646.0,236.0,471.0,284.0,863.0,2879.5,3681.0,3696.5,4109.5,3972.5,non_tambang
256.5,1236.5,576.0,247.0,373.5,305.0,683.5,1875.0,2129.5,2181.5,2506.0,2578.5,non_tambang
288.5,2118.0,1158.0,568.0,808.5,752.0,1271.0,2945.0,3426.5,2630.0,3659.5,3630.0,non_tambang
299.0,1982.0,916.0,268.0,626.0,306.0,1152.0,3099.0,3480.0,3616.0,3809.0,3902.0,non_tambang
187.0,1089.0,493.0,198.0,374.0,216.0,764.0,1689.0,1976.0,1994.0,2176.0,2237.0,non_tambang
205.0,1978.0,913.0,285.0,698.0,283.0,1055.0,3731.0,4511.0,4771.0,4849.0,4276.0,non_tambang
282.0,1951.0,808.0,227.0,473.0,199.0,1045.0,3189.0,3939.0,3488.0,4236.0,3906.0,non_tambang
264.0,1526.0,733.0,436.0,652.0,582.0,825.0,1872.0,2413.0,2803.0,2636.0,2924.0,non_tambang
157.0,1396.0,550.0,124.0,337.0,146.0,753.0,2490.0,3163.0,2944.0,3536.0,3578.0,non_tambang
120.0,1513.0,663.0,197.0,484.0,204.0,819.0,2768.0,3527.0,3473.0,4008.0,3485.0,non_tambang
190.0,1578.5,663.5,216.0,466.0,289.0,861.5,2742.5,3373.0,3379.0,3736.0,3698.0,non_tambang
276.5,1220.0,599.5,218.0,436.0,234.5,724.5,1755.0,1999.0,2602.5,2297.0,2526.5,non_tambang
247.0,1494.0,716.5,255.0,473.0,295.0,849.5,2332.0,2789.5,2950.5,3117.0,3246.0,non_tambang
